loan_id,customer_id,loan_type,sanction_amount,disbursed_amount,interest_rate,tenure_months,disbursement_date,sector,branch_id,region
L000922,C013389,Auto,451973,447053.73,10.81,48,2022-07-15,Services,B002,West
L000923,C010120,Auto,2366582,2258039.22,11.22,36,2024-04-17,Services,B007,East
L000924,C010705,Agri,360023,343354.43,9.49,12,2025-01-06,Agriculture,B006,West
L000925,C015355,Home,9156884,8299019.79,9.57,120,2023-11-26,Real Estate,B006,West
L000926,C016351,Home,3659191,3452323.35,8.5,120,2022-07-29,Real Estate,B005,South
L000927,C011834,Agri,440502,407891.76,9.79,24,2025-03-29,Agriculture,B006,West
L000928,C015342,Auto,1592141,1586788.78,10.77,84,2025-12-02,Services,B001,West
L000929,C009210,Auto,2170571,2106623.04,9.75,48,2021-10-29,Services,B009,North
L000930,C019016,Home,4174505,4021686.76,9.91,180,2022-06-12,Real Estate,B004,South
L000931,C005604,Home,14042242,13192004.92,8.7,240,2026-05-22,Real Estate,B006,West
L000932,C002772,Personal,934643,874087.46,16.24,24,2023-12-11,Services,B009,North
L000933,C011277,Home,7763102,7068732.71,9.51,120,2026-05-05,Real Estate,B005,South
L000934,C014260,Personal,625863,564232.59,13.52,24,2026-05-19,Services,B009,North
L000935,C006540,Auto,1650881,1549664.95,10.71,48,2022-10-28,Services,B001,West
L000936,C006025,Personal,89918,81908.34,12.53,36,2025-12-28,Services,B002,West
L000937,C005725,Home,17053581,16974536.95,9.29,360,2022-02-21,Real Estate,B007,East
L000938,C017746,Home,13254639,12113105.61,8.15,360,2024-10-17,Real Estate,B010,North
L000939,C009412,Auto,1801799,1737373.83,11.18,36,2025-12-12,Services,B001,West
L000940,C004879,Home,11527172,10990663.99,10.25,360,2024-01-29,Real Estate,B001,West
L000941,C015112,Personal,488301,441371.17,13.31,48,2022-08-15,Services,B001,West
L000942,C000631,Home,1872789,1816869.2,8.67,240,2023-08-06,Real Estate,B008,South
L000943,C007944,Home,9234872,8367408.74,9.76,240,2021-10-09,Real Estate,B007,East
L000944,C005530,Auto,940680,894941.96,9.82,60,2025-02-07,Services,B004,South
L000945,C004314,Home,14730625,14289893.9,8.56,240,2024-09-10,Real Estate,B006,West
L000946,C018922,MSME,46838767,42574759.83,9.61,84,2024-02-16,Retail Trade,B005,South
L000947,C005141,Home,5037818,4964433.76,8.76,180,2023-04-19,Real Estate,B001,West
L000948,C007568,Personal,584962,542102.03,13.6,24,2025-03-31,Services,B004,South
L000949,C004556,Home,4852306,4826517.58,9.69,180,2023-09-20,Real Estate,B002,West
L000950,C010938,Personal,551928,506767.04,12.68,24,2026-06-18,Services,B002,West
L000951,C005202,MSME,43366258,40787298.9,9.71,24,2022-09-10,Retail Trade,B004,South
L000952,C003463,Home,9823410,9319279.17,9.73,180,2024-09-19,Real Estate,B007,East
L000953,C011030,Home,13864272,12569924.46,9.75,180,2021-09-08,Real Estate,B003,North
L000954,C010346,Auto,389900,387279.54,11.42,36,2024-02-04,Services,B006,West
L000955,C019346,Personal,569557,545699.37,16.39,12,2024-09-01,Services,B009,North
L000956,C018739,Home,8034018,7390193.17,8.02,180,2024-03-05,Real Estate,B008,South
L000957,C003894,Home,19318048,18870281.89,9.94,360,2022-10-12,Real Estate,B007,East
L000958,C007197,Personal,569316,532798.59,17.72,12,2022-04-05,Services,B004,South
L000959,C001008,Agri,1028785,960957.24,10.73,36,2024-04-25,Agriculture,B006,West
L000960,C017039,Personal,68817,68295.65,13.86,60,2024-10-25,Services,B001,West
L000961,C001279,Auto,514411,490324.5,11.76,48,2026-03-27,Services,B006,West
L000962,C010755,Home,5418203,4943258.46,8.93,120,2023-10-08,Real Estate,B006,West
L000963,C012397,MSME,3802751,3549188.25,10.37,36,2026-02-17,Manufacturing,B003,North
L000964,C008063,Home,7517585,6830906.72,9.44,240,2021-08-09,Real Estate,B004,South
L000965,C002075,MSME,17815003,16841069.04,11.41,84,2026-04-04,Services,B006,West
L000966,C013104,MSME,17774347,17720674.62,10.49,24,2021-10-09,Services,B004,South
L000967,C011835,Auto,1602381,1539156.31,9.07,84,2024-07-11,Services,B002,West
L000968,C005414,Personal,707119,647705.51,14.48,60,2025-02-22,Services,B001,West
L000969,C011217,Personal,560991,559993.6,14.52,12,2023-11-24,Services,B010,North
L000970,C019110,MSME,38659160,38575720.76,12.76,60,2026-04-30,Manufacturing,B009,North
L000971,C018074,Personal,372558,360929.98,17.95,12,2024-03-30,Services,B003,North
L000972,C012918,Home,14434767,13381364.06,9.16,180,2024-02-17,Real Estate,B008,South
L000973,C010101,Agri,3123314,3101236.55,7.68,12,2021-08-21,Agriculture,B002,West
L000974,C006483,Auto,756052,731727.57,11.65,60,2024-11-30,Services,B006,West
L000975,C009475,MSME,47873254,45831744.59,10.64,60,2024-12-09,Services,B008,South
L000976,C019880,Home,14424411,14151595.8,8.05,240,2024-10-12,Real Estate,B001,West
L000977,C001438,MSME,45931696,45922137.92,12.16,84,2023-04-20,Retail Trade,B003,North
L000978,C016970,Personal,391940,378720.94,14.7,36,2025-10-21,Services,B008,South
L000979,C015740,Home,17778259,17432446.64,9.55,120,2022-09-26,Real Estate,B002,West
L000980,C002114,Home,1843179,1783995.92,9.83,120,2024-07-01,Real Estate,B003,North
L000981,C002828,Agri,2187314,2165532.35,7.27,36,2026-01-01,Agriculture,B005,South
L000982,C017936,Auto,1462229,1431322.65,9.62,60,2022-12-14,Services,B002,West
L000983,C011665,Home,8767195,8449678.75,9.78,240,2024-05-25,Real Estate,B007,East
L000984,C014858,Home,18790635,18737246.33,8.68,120,2023-10-25,Real Estate,B001,West
L000985,C013401,Home,4124339,3859625.35,9.44,120,2022-07-30,Real Estate,B006,West
L000986,C009824,Personal,494898,474383.79,13.81,12,2021-08-26,Services,B005,South
L000987,C003864,Personal,727117,673083.18,14.73,48,2022-11-02,Services,B009,North
L000988,C013853,Auto,2899056,2828617.15,9.36,60,2025-07-29,Services,B009,North
L000989,C014435,Home,9128277,8772756.56,8.24,180,2024-04-25,Real Estate,B003,North
L000990,C018613,Home,14119510,13594083.47,10.21,180,2023-07-09,Real Estate,B005,South
L000991,C009435,Auto,697954,692545.62,9.87,36,2022-08-06,Services,B008,South
L000992,C004011,Home,11250583,10539255.3,8.82,120,2026-06-12,Real Estate,B007,East
L000993,C010015,Auto,2135755,1992391.56,9.78,84,2023-01-21,Services,B008,South
L000994,C000575,Home,8126268,7332083.51,9.57,240,2025-10-05,Real Estate,B003,North
L000995,C005879,Agri,2319271,2247524.09,8.02,36,2021-11-17,Agriculture,B005,South
L000996,C001956,Home,11990729,11910963.83,8.42,360,2026-06-04,Real Estate,B004,South
L000997,C010909,Home,18075460,17328432.5,9.92,240,2023-11-08,Real Estate,B009,North
L000998,C017671,Agri,4664984,4404994.31,9.13,36,2025-01-08,Agriculture,B003,North
L000999,C008483,Home,8604945,8508755.33,10.04,360,2022-01-25,Real Estate,B002,West
L001000,C000073,Home,18760731,18584062.59,8.11,180,2023-10-31,Real Estate,B009,North
L001001,C002721,Home,4423918,4333453.21,8.14,180,2025-10-27,Real Estate,B002,West
L001002,C013521,Personal,661121,654505.88,11.9,60,2022-11-10,Services,B005,South
L001003,C012713,Personal,72994,70908.07,15.32,36,2022-03-09,Services,B009,North
L001004,C009994,Agri,957791,878487.44,9.33,36,2023-09-12,Agriculture,B001,West
L001005,C014990,Home,1850136,1815306.43,8.3,240,2025-10-30,Real Estate,B009,North
L001006,C003803,Personal,275444,250774.61,16.51,12,2023-03-05,Services,B003,North
L001007,C013352,Home,11868678,11211662.82,8.23,360,2024-02-19,Real Estate,B006,West
L001008,C008459,Education,1213120,1115696.57,11.03,60,2024-08-16,Services,B002,West
L001009,C001158,Personal,508379,464253.57,14.5,60,2024-02-13,Services,B008,South
L001010,C017798,Personal,428454,388445.97,14.82,12,2022-09-04,Services,B006,West
L001011,C001399,Personal,848808,805411.28,15.31,36,2024-07-27,Services,B005,South
L001012,C019107,Home,3404548,3363696.35,9.86,120,2023-08-15,Real Estate,B001,West
L001013,C010108,Auto,1888017,1774120.26,9.89,84,2022-04-19,Services,B004,South
L001014,C010953,Auto,2294683,2095743.2,10.22,48,2021-09-29,Services,B004,South
L001015,C007845,Home,15520283,14557317.02,10.24,120,2024-09-12,Real Estate,B001,West
L001016,C000473,Home,6914798,6855701.1,8.05,360,2022-12-30,Real Estate,B005,South
L001017,C013902,Personal,614945,597703.49,15.73,12,2024-10-11,Services,B010,North
L001018,C018943,Personal,585592,567413.6,13.13,12,2024-03-07,Services,B009,North
L001019,C001049,Personal,198993,186259.24,13.24,12,2025-05-19,Services,B001,West
L001020,C002442,Auto,396953,377183.39,9.77,36,2023-05-23,Services,B001,West
L001021,C018647,Auto,903180,864853.8,9.22,60,2025-10-22,Services,B008,South
L001022,C013393,MSME,30862720,29963038.84,13.89,120,2022-10-05,Manufacturing,B003,North
L001023,C013418,Home,4691438,4589825.25,8.81,240,2026-02-01,Real Estate,B001,West
L001024,C012668,Personal,181805,176903.27,12.67,48,2024-03-26,Services,B001,West
L001025,C002467,Personal,947071,933201.92,16.0,36,2026-01-25,Services,B009,North
L001026,C010481,MSME,36020968,34546839.22,11.75,24,2022-10-04,Retail Trade,B004,South
L001027,C007094,Home,10603087,9868234.54,10.38,240,2023-07-31,Real Estate,B006,West
L001028,C013505,Personal,709910,704795.15,15.69,12,2022-06-21,Services,B010,North
L001029,C000156,Personal,332992,300199.04,16.64,48,2021-10-22,Services,B004,South
L001030,C014054,Auto,1917531,1868849.6,11.07,60,2022-09-30,Services,B010,North
L001031,C007892,Home,7840836,7205622.19,9.9,360,2022-04-11,Real Estate,B001,West
L001032,C019272,Auto,1003936,980696.97,9.66,36,2025-09-03,Services,B006,West
L001033,C009947,Home,18010331,16303884.59,9.02,360,2023-02-09,Real Estate,B003,North
L001034,C015311,Home,14965203,13505301.79,9.09,360,2024-01-12,Real Estate,B007,East
L001035,C007531,Auto,1329301,1207873.31,10.42,48,2021-11-13,Services,B005,South
L001036,C013437,Personal,806757,785613.75,16.42,48,2024-11-18,Services,B002,West
L001037,C013658,Agri,1929342,1773213.12,8.32,24,2024-11-20,Agriculture,B001,West
L001038,C005251,Auto,2430758,2228830.59,11.97,60,2022-03-03,Services,B001,West
L001039,C018526,Home,2599115,2499088.03,9.45,360,2024-08-18,Real Estate,B006,West
L001040,C018803,Auto,1205009,1162658.47,11.16,48,2023-05-13,Services,B003,North
L001041,C015612,Auto,2124102,2057250.01,10.85,36,2022-01-02,Services,B010,North
L001042,C014523,Auto,2888919,2758363.85,10.67,36,2021-11-01,Services,B010,North
L001043,C018764,Home,3516650,3296510.35,10.04,180,2023-01-23,Real Estate,B008,South
L001044,C007176,Personal,542893,512223.87,14.82,12,2023-05-30,Services,B009,North
L001045,C012371,Home,8031334,7249664.55,8.33,180,2026-04-07,Real Estate,B009,North
L001046,C012383,Personal,412359,407947.7,17.55,12,2021-09-30,Services,B001,West
L001047,C012209,Personal,303079,282978.09,12.49,12,2021-08-12,Services,B003,North
L001048,C007001,Agri,2270949,2191596.64,10.94,24,2023-04-30,Agriculture,B008,South
L001049,C011190,Personal,92059,89926.46,12.05,12,2025-11-29,Services,B005,South
L001050,C015062,MSME,44800003,44243142.67,11.03,60,2024-10-09,Retail Trade,B005,South
L001051,C003269,Personal,588801,567531.32,13.3,48,2026-05-10,Services,B004,South
L001052,C010044,Home,2888863,2773008.08,10.22,180,2026-02-12,Real Estate,B007,East
L001053,C004645,Agri,4111842,4098287.9,7.73,36,2024-10-21,Agriculture,B010,North
L001054,C012365,Personal,903626,886899.7,17.95,36,2025-12-08,Services,B003,North
L001055,C009968,Home,11764322,11556708.29,8.89,180,2025-11-03,Real Estate,B001,West
L001056,C005780,Home,15774484,15395914.74,9.17,180,2022-07-22,Real Estate,B007,East
L001057,C010294,Agri,2094721,1980863.65,9.91,24,2024-12-25,Agriculture,B005,South
L001058,C007344,MSME,49565236,49373355.22,9.89,120,2025-09-14,Services,B007,East
L001059,C004726,Home,11009545,10644997.5,8.75,180,2022-05-08,Real Estate,B004,South
L001060,C010202,Home,14370257,13388268.83,8.14,120,2022-10-14,Real Estate,B003,North
L001061,C014036,Home,15861348,14666285.6,8.5,180,2025-03-16,Real Estate,B006,West
L001062,C003815,MSME,3010970,2897822.04,11.63,84,2026-04-10,Retail Trade,B008,South
L001063,C018354,Agri,1453695,1453181.3,10.16,36,2022-08-08,Agriculture,B009,North
L001064,C013201,Agri,2414078,2323281.6,10.91,12,2024-01-21,Agriculture,B004,South
L001065,C014941,MSME,45389737,44268483.4,10.31,24,2025-11-07,Retail Trade,B007,East
L001066,C015271,Auto,2967102,2880073.83,10.13,84,2022-09-29,Services,B008,South
L001067,C006072,Agri,2096701,2084311.79,10.21,36,2024-01-22,Agriculture,B010,North
L001068,C008309,Home,18160266,17808750.4,10.26,120,2025-10-10,Real Estate,B002,West
L001069,C003890,Personal,903509,889970.84,15.0,36,2023-08-15,Services,B001,West
L001070,C001258,Agri,744226,726495.83,8.25,36,2022-11-16,Agriculture,B010,North
L001071,C003879,Auto,1158160,1057306.04,11.19,84,2025-03-18,Services,B010,North
L001072,C017408,Personal,163822,150545.92,15.53,24,2022-12-13,Services,B009,North
L001073,C008337,Home,6516251,5905778.64,9.12,360,2025-03-23,Real Estate,B006,West
L001074,C002907,Auto,2540423,2538446.37,9.98,84,2022-01-29,Services,B004,South
L001075,C000554,Home,11860156,11774921.84,8.18,180,2024-09-22,Real Estate,B004,South
L001076,C010055,Home,15477909,14993279.04,9.76,360,2023-05-04,Real Estate,B002,West
L001077,C003844,Auto,1869350,1746365.98,11.07,48,2025-08-07,Services,B002,West
L001078,C010283,MSME,48189683,46664193.31,12.95,36,2024-08-15,Retail Trade,B003,North
L001079,C014770,Home,12972861,12418356.45,9.11,120,2024-04-01,Real Estate,B009,North
L001080,C000963,Personal,766960,745449.19,13.31,48,2024-11-15,Services,B007,East
L001081,C007684,Home,18078412,16459103.88,10.18,120,2025-10-18,Real Estate,B010,North
L001082,C003789,Personal,965408,924102.71,16.34,36,2022-05-27,Services,B003,North
L001083,C003199,Home,8874558,8609459.62,8.27,180,2022-07-10,Real Estate,B002,West
L001084,C011004,Home,17713570,16050902.39,10.19,180,2025-09-14,Real Estate,B010,North
L001085,C006249,Auto,1376348,1344913.65,11.76,84,2024-12-30,Services,B005,South
L001086,C015309,Auto,1769912,1760496.09,10.99,60,2026-06-21,Services,B001,West
L001087,C005961,Home,16084938,14571685.02,8.5,360,2025-09-14,Real Estate,B008,South
L001088,C009669,Home,14827020,14028443.14,9.97,240,2021-10-31,Real Estate,B006,West
L001089,C018357,Home,4374337,4079213.38,8.74,240,2025-02-19,Real Estate,B008,South
L001090,C001516,Personal,710095,654894.05,16.63,24,2024-07-29,Services,B004,South
L001091,C013184,Personal,590494,551977.51,17.53,60,2024-12-19,Services,B001,West
L001092,C003248,Home,15668667,15320368.26,8.23,120,2024-12-10,Real Estate,B009,North
L001093,C002119,MSME,41742894,40484581.82,9.54,24,2023-08-03,IT/ITES,B001,West
L001094,C012704,Education,4194533,4145283.94,11.92,84,2026-01-15,Services,B002,West
L001095,C011812,Auto,750507,747492.33,9.66,60,2021-12-21,Services,B001,West
L001096,C001171,Personal,78680,74068.54,15.39,12,2022-01-04,Services,B010,North
L001097,C009582,Personal,352941,346163.32,15.3,36,2026-02-05,Services,B008,South
L001098,C001998,Agri,1482507,1427818.24,7.58,36,2025-11-13,Agriculture,B001,West
L001099,C000946,Home,7504169,7042871.69,8.62,360,2025-03-17,Real Estate,B003,North
L001100,C012482,Auto,1147504,1053430.25,11.79,48,2023-04-28,Services,B010,North
L001101,C000038,Home,5785026,5420878.04,8.01,180,2026-07-16,Real Estate,B001,West
L001102,C008153,Auto,2183452,2081040.18,11.22,84,2026-07-16,Services,B002,West
L001103,C017320,Auto,924175,913231.41,9.79,60,2025-08-08,Services,B001,West
L001104,C015796,MSME,11076154,10442475.38,13.12,120,2025-08-12,IT/ITES,B001,West
L001105,C006917,Personal,506810,492889.75,15.86,36,2021-11-06,Services,B002,West
L001106,C005507,MSME,47498873,45221475.81,13.95,36,2023-11-14,Services,B003,North
L001107,C015615,Auto,1043749,973701.51,10.63,48,2023-08-21,Services,B009,North
L001108,C004121,Home,15920479,15321903.86,9.89,120,2023-11-28,Real Estate,B005,South
L001109,C007577,Personal,124274,116060.22,11.24,36,2024-01-07,Services,B007,East
L001110,C004656,Home,6703744,6392929.61,9.13,240,2026-04-15,Real Estate,B007,East
L001111,C009151,Personal,309866,302778.24,13.17,36,2022-06-02,Services,B002,West
L001112,C001188,Home,11430867,10895800.61,9.82,240,2025-01-10,Real Estate,B007,East
L001113,C019685,Home,12330432,11577612.49,9.28,240,2024-02-20,Real Estate,B002,West
L001114,C000497,Home,9622238,9051308.03,9.93,180,2022-10-28,Real Estate,B006,West
L001115,C003752,Education,1490448,1481032.37,10.85,84,2022-03-27,Services,B009,North
L001116,C010855,Personal,565085,523929.37,12.9,24,2022-12-14,Services,B001,West
L001117,C007478,Home,14519183,13112818.41,9.13,120,2023-06-10,Real Estate,B003,North
L001118,C003397,Home,5846008,5660674.13,10.04,240,2022-04-06,Real Estate,B007,East
L001119,C009895,Auto,1875393,1845568.56,10.71,84,2022-04-21,Services,B003,North
L001120,C003363,Auto,2259288,2156086.33,9.44,48,2025-03-29,Services,B010,North
L001121,C000542,Home,2630496,2516405.21,10.26,120,2024-12-02,Real Estate,B006,West
L001122,C015791,Personal,900107,811535.51,11.45,12,2021-12-31,Services,B003,North
L001123,C010214,Home,16082944,15477297.43,8.24,120,2023-12-17,Real Estate,B003,North
L001124,C005133,Home,15314681,14158044.91,10.28,360,2024-01-26,Real Estate,B002,West
L001125,C016435,Home,3059834,2911485.49,8.92,240,2022-02-14,Real Estate,B002,West
L001126,C002508,Auto,1999836,1997903.96,10.5,84,2023-07-08,Services,B008,South
L001127,C013253,Home,10311887,9385495.11,10.39,180,2025-07-27,Real Estate,B003,North
L001128,C011170,Home,8308398,7929320.73,9.57,180,2025-03-20,Real Estate,B004,South
L001129,C016968,Personal,195224,182014.66,11.72,60,2026-05-04,Services,B001,West
L001130,C008652,Education,2200883,2001586.38,12.27,60,2023-12-13,Services,B006,West
L001131,C013151,Home,13574653,12428662.14,8.21,360,2023-05-22,Real Estate,B008,South
L001132,C013618,Home,5482934,5059357.5,9.15,360,2023-09-25,Real Estate,B001,West
L001133,C010857,Home,8133696,7764932.18,8.68,120,2023-10-06,Real Estate,B005,South
L001134,C000881,Auto,1121414,1088284.06,11.42,60,2021-09-06,Services,B003,North
L001135,C014279,MSME,34201858,31531531.14,11.08,24,2023-09-11,Manufacturing,B005,South
L001136,C001601,Personal,913905,847704.95,17.77,60,2021-11-29,Services,B005,South
L001137,C000984,Home,2144595,2136452.83,8.94,240,2022-11-05,Real Estate,B006,West
L001138,C004678,Agri,4193716,4058597.04,10.68,24,2022-03-06,Agriculture,B005,South
L001139,C011750,Personal,349152,319382.98,11.59,12,2022-09-01,Services,B003,North
L001140,C005845,Personal,213688,203398.38,13.79,12,2023-02-20,Services,B001,West
L001141,C003971,Home,17457740,16345799.3,9.27,360,2024-12-18,Real Estate,B002,West
L001142,C004973,Home,12091878,11182145.51,9.82,360,2021-11-23,Real Estate,B009,North
L001143,C011839,Home,14207979,13154669.29,8.9,240,2022-07-05,Real Estate,B005,South
L001144,C018945,Auto,2879699,2597254.28,11.9,36,2026-02-08,Services,B001,West
L001145,C013414,Home,15231100,14744976.27,10.48,120,2023-06-17,Real Estate,B005,South
L001146,C015366,Personal,62524,56557.79,11.42,36,2022-03-05,Services,B007,East
L001147,C011930,Agri,3493657,3405658.87,9.41,12,2025-11-01,Agriculture,B007,East
L001148,C018457,Home,5617148,5104863.67,8.13,180,2025-12-13,Real Estate,B001,West
L001149,C011710,Home,17355168,16957313.35,8.31,360,2026-06-24,Real Estate,B008,South
L001150,C001789,Home,4094416,3835711.07,9.89,240,2025-04-24,Real Estate,B008,South
L001151,C002821,Agri,320787,308239.5,8.62,36,2023-07-10,Agriculture,B008,South
L001152,C012729,Home,10229117,9650246.15,9.96,120,2022-12-27,Real Estate,B006,West
L001153,C011304,Auto,2796232,2705712.49,9.66,84,2023-04-06,Services,B003,North
L001154,C017480,Home,13408075,12505133.89,9.01,240,2024-02-03,Real Estate,B003,North
L001155,C018837,MSME,38476733,35752931.92,12.08,36,2021-08-09,Services,B003,North
L001156,C004129,Home,8661438,8453069.6,8.48,360,2024-12-26,Real Estate,B001,West
L001157,C005396,Auto,1170084,1059173.95,9.62,60,2022-11-06,Services,B005,South
L001158,C009652,Personal,131699,128892.86,17.44,24,2021-11-23,Services,B008,South
L001159,C014267,Personal,933701,918076.26,13.26,60,2022-03-18,Services,B007,East
L001160,C004586,Home,6159157,5770921.48,9.73,120,2022-12-04,Real Estate,B002,West
L001161,C019442,Auto,1807939,1783455.89,11.29,36,2023-05-16,Services,B007,East
L001162,C006645,Home,19675063,18740684.0,9.14,120,2023-06-14,Real Estate,B008,South
L001163,C004237,Personal,888570,875313.69,15.02,12,2026-07-05,Services,B001,West
L001164,C001599,Personal,786593,719249.46,15.98,12,2023-02-10,Services,B003,North
L001165,C013188,Personal,482401,462783.57,12.67,12,2023-08-12,Services,B004,South
L001166,C005611,Personal,463330,440062.28,11.66,60,2022-10-23,Services,B004,South
L001167,C002216,Auto,1369770,1308096.99,9.19,84,2023-11-24,Services,B001,West
L001168,C011064,Auto,1222691,1209042.29,11.03,60,2024-09-11,Services,B009,North
L001169,C016346,Auto,2650906,2526171.76,10.32,36,2022-08-30,Services,B006,West
L001170,C001352,Home,5078651,5000737.12,9.42,240,2024-02-18,Real Estate,B009,North
L001171,C018062,Home,12900880,11727433.44,10.24,360,2023-12-05,Real Estate,B004,South
L001172,C004254,Auto,2662234,2401621.32,10.84,48,2025-08-15,Services,B008,South
L001173,C016736,Home,12817708,11600004.68,9.13,120,2025-09-06,Real Estate,B005,South
L001174,C009563,Education,4901781,4618386.76,9.62,120,2025-08-05,Services,B005,South
L001175,C018422,MSME,15618481,15003542.4,12.72,84,2022-06-28,Retail Trade,B005,South
L001176,C001736,Home,13112239,12247892.15,9.4,180,2022-09-09,Real Estate,B001,West
L001177,C010936,Personal,527770,509925.17,12.56,12,2025-05-03,Services,B007,East
L001178,C004727,Personal,874771,793868.15,17.19,24,2025-10-09,Services,B003,North
L001179,C017295,Home,6306633,5812944.64,9.03,180,2025-02-17,Real Estate,B003,North
L001180,C008225,Home,12442726,11623633.69,9.4,180,2026-06-12,Real Estate,B007,East
L001181,C011164,MSME,17308089,15822821.22,13.39,36,2023-10-09,Services,B008,South
L001182,C003216,Home,5278316,4799760.45,8.88,180,2021-09-11,Real Estate,B005,South
L001183,C011753,Personal,780285,739771.28,13.28,12,2024-04-30,Services,B006,West
L001184,C008830,Auto,558331,524193.88,10.55,48,2025-09-02,Services,B007,East
L001185,C008340,Auto,315277,300845.98,11.18,84,2022-08-04,Services,B010,North
L001186,C003353,Home,16539058,15358530.51,10.28,180,2023-01-24,Real Estate,B008,South
L001187,C006236,Auto,1702291,1536967.58,11.58,36,2022-04-22,Services,B004,South
L001188,C010564,Personal,95318,88089.23,16.76,48,2025-01-14,Services,B003,North
L001189,C003789,Home,1511347,1375650.78,8.21,120,2021-11-27,Real Estate,B002,West
L001190,C008364,Home,6278964,5955397.19,9.82,180,2021-11-15,Real Estate,B009,North
L001191,C001888,Agri,3745551,3461852.81,9.64,12,2022-07-14,Agriculture,B001,West
L001192,C013536,Personal,753220,690266.17,15.43,48,2025-02-10,Services,B009,North
L001193,C007150,Personal,93898,93352.46,12.47,48,2024-01-29,Services,B006,West
L001194,C013994,Home,2942202,2762022.2,9.23,120,2025-11-04,Real Estate,B005,South
L001195,C008238,Personal,940039,936103.88,14.37,12,2024-12-18,Services,B004,South
L001196,C006206,Personal,109489,107300.05,14.91,36,2022-03-06,Services,B001,West
L001197,C002582,Home,10161094,9246611.3,8.55,120,2023-06-12,Real Estate,B010,North
L001198,C005180,Personal,109030,101335.89,11.06,24,2025-05-16,Services,B010,North
L001199,C019379,Auto,645102,594969.49,11.84,84,2023-04-29,Services,B010,North
L001200,C003042,Home,10948629,10758870.77,8.44,240,2022-03-31,Real Estate,B009,North
L001201,C002652,Home,17249121,16291782.34,10.14,180,2024-05-15,Real Estate,B006,West
L001202,C015590,Personal,667960,638377.81,16.54,12,2024-09-01,Services,B010,North
L001203,C007528,Personal,345218,327845.53,11.09,36,2025-11-17,Services,B003,North
L001204,C015302,Home,13096689,11980808.82,9.39,360,2025-12-12,Real Estate,B006,West
L001205,C019946,Personal,214529,198269.69,13.85,12,2024-02-06,Services,B003,North
L001206,C016177,Education,4232709,4007216.24,10.89,84,2022-03-10,Services,B008,South
L001207,C010728,Home,6858339,6399295.21,10.14,180,2021-08-21,Real Estate,B008,South
L001208,C010965,Auto,1552107,1523773.3,9.36,60,2022-01-31,Services,B008,South
L001209,C019915,Personal,208352,199889.19,12.34,48,2022-01-12,Services,B003,North
L001210,C016848,Personal,88682,81256.84,17.98,48,2024-05-08,Services,B007,East
L001211,C002205,MSME,4626497,4553122.82,11.01,36,2026-05-12,Retail Trade,B009,North
L001212,C016781,Auto,846082,821313.91,11.08,60,2023-02-12,Services,B007,East
L001213,C011516,Personal,984716,921820.08,11.11,36,2026-04-15,Services,B004,South
L001214,C013529,Education,1361510,1319245.92,11.45,120,2025-09-20,Services,B007,East
L001215,C017245,Home,12273919,11973705.95,8.6,360,2022-02-03,Real Estate,B001,West
L001216,C006769,Home,6629036,6624231.04,10.3,240,2026-07-26,Real Estate,B003,North
L001217,C011573,Auto,1482355,1369537.45,11.91,84,2026-01-03,Services,B007,East
L001218,C016220,Personal,906550,880718.37,17.14,24,2021-11-25,Services,B009,North
L001219,C009017,Auto,891897,845194.07,10.09,36,2022-03-24,Services,B008,South
L001220,C013563,Auto,1146747,1071561.96,10.3,60,2022-03-09,Services,B006,West
L001221,C018216,Home,2734879,2666769.75,8.07,240,2024-07-10,Real Estate,B001,West
L001222,C009674,Personal,219677,203843.72,16.27,12,2025-01-24,Services,B002,West
L001223,C010140,Personal,227204,225988.19,17.43,24,2021-08-06,Services,B003,North
L001224,C014891,Personal,424186,384779.8,15.59,24,2025-01-08,Services,B006,West
L001225,C008814,Home,11584326,10571849.37,10.45,240,2021-10-25,Real Estate,B009,North
L001226,C001035,Auto,2171306,1976820.94,11.88,60,2025-07-05,Services,B004,South
L001227,C008586,Home,10630125,9774678.69,10.5,180,2025-03-14,Real Estate,B009,North
L001228,C006466,MSME,20478683,20393279.21,9.82,60,2025-06-17,Manufacturing,B001,West
L001229,C005836,Education,4699633,4344532.03,11.08,120,2023-07-10,Services,B005,South
L001230,C014990,Auto,1124197,1059587.3,9.54,60,2022-11-29,Services,B010,North
L001231,C007166,Home,4391084,4317160.46,9.71,240,2023-09-01,Real Estate,B002,West
L001232,C006360,Personal,261561,255741.92,14.3,48,2025-02-04,Services,B007,East
L001233,C007412,Home,6644128,6469257.16,9.33,180,2023-12-03,Real Estate,B002,West
L001234,C014495,Personal,920459,858982.56,14.58,36,2024-02-17,Services,B008,South
L001235,C015644,Auto,2240492,2119587.95,10.95,48,2022-07-17,Services,B003,North
L001236,C003996,Home,19963627,18856938.47,10.13,240,2024-06-06,Real Estate,B009,North
L001237,C018877,MSME,17456505,16463702.58,10.17,60,2022-07-18,Services,B001,West
L001238,C015403,Home,19911732,19377163.11,10.08,120,2023-10-02,Real Estate,B007,East
L001239,C006061,Home,13954336,12814851.82,9.77,360,2022-09-27,Real Estate,B007,East
L001240,C007531,Home,2174573,1997887.91,8.93,360,2024-07-17,Real Estate,B001,West
L001241,C003818,Home,17656515,17217375.56,9.23,120,2022-08-25,Real Estate,B008,South
