loan_id,rating_date,internal_rating,PD
L001948,2026-07-30,1,0.1
L001949,2026-07-30,3,1.12
L001950,2026-07-30,2,0.46
L001951,2026-07-30,2,0.46
L001952,2026-07-30,2,0.46
L001953,2026-07-30,3,1.12
L001954,2026-07-30,3,1.12
L001955,2026-07-30,4,2.11
L001956,2026-07-30,7,7.23
L001957,2026-07-30,5,3.45
L001958,2026-07-30,2,0.46
L001959,2026-07-30,1,0.1
L001960,2026-07-30,3,1.12
L001961,2026-07-30,3,1.12
L001962,2026-07-30,2,0.46
L001963,2026-07-30,3,1.12
L001964,2026-07-30,2,0.46
L001965,2026-07-30,2,0.46
L001966,2026-07-30,1,0.1
L001967,2026-07-30,1,0.1
L001968,2026-07-30,2,0.46
L001969,2026-07-30,3,1.12
L001970,2026-07-30,3,1.12
L001971,2026-07-30,3,1.12
L001972,2026-07-30,4,2.11
L001973,2026-07-30,2,0.46
L001974,2026-07-30,1,0.1
L001975,2026-07-30,1,0.1
L001976,2026-07-30,3,1.12
L001977,2026-07-30,2,0.46
L001978,2026-07-30,1,0.1
L001979,2026-07-30,1,0.1
L001980,2026-07-30,9,12.57
L001981,2026-07-30,3,1.12
L001982,2026-07-30,2,0.46
L001983,2026-07-30,1,0.1
L001984,2026-07-30,1,0.1
L001985,2026-07-30,1,0.1
L001986,2026-07-30,1,0.1
L001987,2026-07-30,4,2.11
L001988,2026-07-30,1,0.1
L001989,2026-07-30,1,0.1
L001990,2026-07-30,1,0.1
L001991,2026-07-30,1,0.1
L001992,2026-07-30,10,15.85
L001993,2026-07-30,1,0.1
L001994,2026-07-30,3,1.12
L001995,2026-07-30,3,1.12
L001996,2026-07-30,8,9.7
L001997,2026-07-30,3,1.12
L001998,2026-07-30,2,0.46
L001999,2026-07-30,7,7.23
L002000,2026-07-30,6,5.15
L002001,2026-07-30,8,9.7
L002002,2026-07-30,1,0.1
L002003,2026-07-30,10,15.85
L002004,2026-07-30,3,1.12
L002005,2026-07-30,3,1.12
L002006,2026-07-30,1,0.1
L002007,2026-07-30,2,0.46
L002008,2026-07-30,6,5.15
L002009,2026-07-30,10,15.85
L002010,2026-07-30,10,15.85
L002011,2026-07-30,7,7.23
L002012,2026-07-30,2,0.46
L002013,2026-07-30,2,0.46
L002014,2026-07-30,3,1.12
L002015,2026-07-30,2,0.46
L002016,2026-07-30,3,1.12
L002017,2026-07-30,3,1.12
L002018,2026-07-30,3,1.12
L002019,2026-07-30,2,0.46
L002020,2026-07-30,1,0.1
L002021,2026-07-30,7,7.23
L002022,2026-07-30,8,9.7
L002023,2026-07-30,9,12.57
L002024,2026-07-30,3,1.12
L002025,2026-07-30,3,1.12
L002026,2026-07-30,2,0.46
L002027,2026-07-30,3,1.12
L002028,2026-07-30,7,7.23
L002029,2026-07-30,1,0.1
L002030,2026-07-30,7,7.23
L002031,2026-07-30,5,3.45
L002032,2026-07-30,3,1.12
L002033,2026-07-30,9,12.57
L002034,2026-07-30,1,0.1
L002035,2026-07-30,8,9.7
L002036,2026-07-30,2,0.46
L002037,2026-07-30,2,0.46
L002038,2026-07-30,3,1.12
L002039,2026-07-30,1,0.1
L002040,2026-07-30,5,3.45
L002041,2026-07-30,7,7.23
L002042,2026-07-30,3,1.12
L002043,2026-07-30,2,0.46
L002044,2026-07-30,3,1.12
L002045,2026-07-30,1,0.1
L002046,2026-07-30,3,1.12
L002047,2026-07-30,3,1.12
L002048,2026-07-30,1,0.1
L002049,2026-07-30,7,7.23
L002050,2026-07-30,1,0.1
L002051,2026-07-30,3,1.12
L002052,2026-07-30,1,0.1
L002053,2026-07-30,4,2.11
L002054,2026-07-30,10,15.85
L002055,2026-07-30,2,0.46
L002056,2026-07-30,1,0.1
L002057,2026-07-30,2,0.46
L002058,2026-07-30,2,0.46
L002059,2026-07-30,1,0.1
L002060,2026-07-30,9,12.57
L002061,2026-07-30,2,0.46
L002062,2026-07-30,1,0.1
L002063,2026-07-30,4,2.11
L002064,2026-07-30,2,0.46
L002065,2026-07-30,2,0.46
L002066,2026-07-30,3,1.12
L002067,2026-07-30,9,12.57
L002068,2026-07-30,2,0.46
L002069,2026-07-30,10,15.85
L002070,2026-07-30,2,0.46
L002071,2026-07-30,2,0.46
L002072,2026-07-30,3,1.12
L002073,2026-07-30,3,1.12
L002074,2026-07-30,2,0.46
L002075,2026-07-30,7,7.23
L002076,2026-07-30,2,0.46
L002077,2026-07-30,5,3.45
L002078,2026-07-30,2,0.46
L002079,2026-07-30,3,1.12
L002080,2026-07-30,9,12.57
L002081,2026-07-30,3,1.12
L002082,2026-07-30,3,1.12
L002083,2026-07-30,3,1.12
L002084,2026-07-30,7,7.23
L002085,2026-07-30,9,12.57
L002086,2026-07-30,3,1.12
L002087,2026-07-30,3,1.12
L002088,2026-07-30,5,3.45
L002089,2026-07-30,3,1.12
L002090,2026-07-30,2,0.46
L002091,2026-07-30,1,0.1
L002092,2026-07-30,1,0.1
L002093,2026-07-30,3,1.12
L002094,2026-07-30,2,0.46
L002095,2026-07-30,2,0.46
L002096,2026-07-30,2,0.46
L002097,2026-07-30,3,1.12
L002098,2026-07-30,1,0.1
L002099,2026-07-30,2,0.46
L002100,2026-07-30,3,1.12
L002101,2026-07-30,6,5.15
L002102,2026-07-30,3,1.12
L002103,2026-07-30,8,9.7
L002104,2026-07-30,3,1.12
L002105,2026-07-30,1,0.1
L002106,2026-07-30,3,1.12
L002107,2026-07-30,1,0.1
L002108,2026-07-30,1,0.1
L002109,2026-07-30,8,9.7
L002110,2026-07-30,4,2.11
L002111,2026-07-30,5,3.45
L002112,2026-07-30,8,9.7
L002113,2026-07-30,1,0.1
L002114,2026-07-30,7,7.23
L002115,2026-07-30,2,0.46
L002116,2026-07-30,8,9.7
L002117,2026-07-30,3,1.12
L002118,2026-07-30,2,0.46
L002119,2026-07-30,1,0.1
L002120,2026-07-30,4,2.11
L002121,2026-07-30,7,7.23
L002122,2026-07-30,8,9.7
L002123,2026-07-30,1,0.1
L002124,2026-07-30,3,1.12
L002125,2026-07-30,7,7.23
L002126,2026-07-30,1,0.1
L002127,2026-07-30,4,2.11
L002128,2026-07-30,7,7.23
L002129,2026-07-30,7,7.23
L002130,2026-07-30,6,5.15
L002131,2026-07-30,9,12.57
L002132,2026-07-30,6,5.15
L002133,2026-07-30,2,0.46
L002134,2026-07-30,2,0.46
L002135,2026-07-30,1,0.1
L002136,2026-07-30,3,1.12
L002137,2026-07-30,6,5.15
L002138,2026-07-30,4,2.11
L002139,2026-07-30,3,1.12
L002140,2026-07-30,3,1.12
L002141,2026-07-30,2,0.46
L002142,2026-07-30,4,2.11
L002143,2026-07-30,3,1.12
L002144,2026-07-30,2,0.46
L002145,2026-07-30,2,0.46
L002146,2026-07-30,1,0.1
L002147,2026-07-30,7,7.23
L002148,2026-07-30,3,1.12
L002149,2026-07-30,9,12.57
L002150,2026-07-30,1,0.1
L002151,2026-07-30,1,0.1
L002152,2026-07-30,8,9.7
L002153,2026-07-30,1,0.1
L002154,2026-07-30,1,0.1
L002155,2026-07-30,9,12.57
L002156,2026-07-30,1,0.1
L002157,2026-07-30,3,1.12
L002158,2026-07-30,9,12.57
L002159,2026-07-30,3,1.12
L002160,2026-07-30,1,0.1
L002161,2026-07-30,6,5.15
L002162,2026-07-30,1,0.1
L002163,2026-07-30,3,1.12
L002164,2026-07-30,2,0.46
L002165,2026-07-30,1,0.1
L002166,2026-07-30,5,3.45
L002167,2026-07-30,2,0.46
L002168,2026-07-30,3,1.12
L002169,2026-07-30,3,1.12
L002170,2026-07-30,6,5.15
L002171,2026-07-30,2,0.46
L002172,2026-07-30,2,0.46
L002173,2026-07-30,2,0.46
L002174,2026-07-30,3,1.12
L002175,2026-07-30,1,0.1
L002176,2026-07-30,1,0.1
L002177,2026-07-30,3,1.12
L002178,2026-07-30,1,0.1
L002179,2026-07-30,1,0.1
L002180,2026-07-30,3,1.12
L002181,2026-07-30,6,5.15
L002182,2026-07-30,1,0.1
L002183,2026-07-30,1,0.1
L002184,2026-07-30,7,7.23
L002185,2026-07-30,7,7.23
L002186,2026-07-30,1,0.1
L002187,2026-07-30,1,0.1
L002188,2026-07-30,1,0.1
L002189,2026-07-30,3,1.12
L002190,2026-07-30,5,3.45
L002191,2026-07-30,3,1.12
L002192,2026-07-30,2,0.46
L002193,2026-07-30,3,1.12
L002194,2026-07-30,3,1.12
L002195,2026-07-30,1,0.1
L002196,2026-07-30,1,0.1
L002197,2026-07-30,2,0.46
L002198,2026-07-30,5,3.45
L002199,2026-07-30,2,0.46
L002200,2026-07-30,5,3.45
L002201,2026-07-30,1,0.1
L002202,2026-07-30,5,3.45
L002203,2026-07-30,2,0.46
L002204,2026-07-30,3,1.12
L002205,2026-07-30,2,0.46
L002206,2026-07-30,2,0.46
L002207,2026-07-30,8,9.7
L002208,2026-07-30,3,1.12
L002209,2026-07-30,2,0.46
L002210,2026-07-30,2,0.46
L002211,2026-07-30,4,2.11
L002212,2026-07-30,1,0.1
L002213,2026-07-30,1,0.1
L002214,2026-07-30,3,1.12
L002215,2026-07-30,10,15.85
L002216,2026-07-30,4,2.11
L002217,2026-07-30,5,3.45
L002218,2026-07-30,3,1.12
L002219,2026-07-30,2,0.46
L002220,2026-07-30,8,9.7
L002221,2026-07-30,2,0.46
L002222,2026-07-30,2,0.46
L002223,2026-07-30,2,0.46
L002224,2026-07-30,3,1.12
L002225,2026-07-30,5,3.45
L002226,2026-07-30,3,1.12
L002227,2026-07-30,4,2.11
L002228,2026-07-30,3,1.12
L002229,2026-07-30,9,12.57
L002230,2026-07-30,2,0.46
L002231,2026-07-30,9,12.57
L002232,2026-07-30,2,0.46
L002233,2026-07-30,1,0.1
L002234,2026-07-30,2,0.46
L002235,2026-07-30,6,5.15
L002236,2026-07-30,8,9.7
L002237,2026-07-30,3,1.12
L002238,2026-07-30,2,0.46
L002239,2026-07-30,1,0.1
L002240,2026-07-30,8,9.7
L002241,2026-07-30,8,9.7
L002242,2026-07-30,2,0.46
L002243,2026-07-30,3,1.12
L002244,2026-07-30,1,0.1
L002245,2026-07-30,2,0.46
L002246,2026-07-30,1,0.1
L002247,2026-07-30,7,7.23
L002248,2026-07-30,8,9.7
L002249,2026-07-30,1,0.1
L002250,2026-07-30,8,9.7
L002251,2026-07-30,1,0.1
L002252,2026-07-30,1,0.1
L002253,2026-07-30,3,1.12
L002254,2026-07-30,2,0.46
L002255,2026-07-30,8,9.7
L002256,2026-07-30,1,0.1
L002257,2026-07-30,1,0.1
L002258,2026-07-30,7,7.23
L002259,2026-07-30,2,0.46
L002260,2026-07-30,1,0.1
L002261,2026-07-30,9,12.57
L002262,2026-07-30,3,1.12
L002263,2026-07-30,3,1.12
L002264,2026-07-30,2,0.46
L002265,2026-07-30,5,3.45
L002266,2026-07-30,2,0.46
L002267,2026-07-30,1,0.1
L002268,2026-07-30,2,0.46
L002269,2026-07-30,8,9.7
L002270,2026-07-30,7,7.23
L002271,2026-07-30,1,0.1
L002272,2026-07-30,4,2.11
L002273,2026-07-30,7,7.23
L002274,2026-07-30,4,2.11
L002275,2026-07-30,1,0.1
L002276,2026-07-30,6,5.15
L002277,2026-07-30,3,1.12
L002278,2026-07-30,3,1.12
L002279,2026-07-30,2,0.46
L002280,2026-07-30,4,2.11
L002281,2026-07-30,6,5.15
L002282,2026-07-30,1,0.1
L002283,2026-07-30,7,7.23
L002284,2026-07-30,4,2.11
L002285,2026-07-30,7,7.23
L002286,2026-07-30,4,2.11
L002287,2026-07-30,4,2.11
L002288,2026-07-30,9,12.57
L002289,2026-07-30,3,1.12
L002290,2026-07-30,1,0.1
L002291,2026-07-30,9,12.57
L002292,2026-07-30,9,12.57
L002293,2026-07-30,3,1.12
L002294,2026-07-30,2,0.46
L002295,2026-07-30,5,3.45
L002296,2026-07-30,2,0.46
L002297,2026-07-30,1,0.1
L002298,2026-07-30,6,5.15
L002299,2026-07-30,2,0.46
L002300,2026-07-30,3,1.12
L002301,2026-07-30,9,12.57
L002302,2026-07-30,6,5.15
L002303,2026-07-30,1,0.1
L002304,2026-07-30,3,1.12
L002305,2026-07-30,2,0.46
L002306,2026-07-30,2,0.46
L002307,2026-07-30,1,0.1
L002308,2026-07-30,10,15.85
L002309,2026-07-30,1,0.1
L002310,2026-07-30,3,1.12
L002311,2026-07-30,10,15.85
L002312,2026-07-30,4,2.11
L002313,2026-07-30,8,9.7
L002314,2026-07-30,1,0.1
L002315,2026-07-30,1,0.1
L002316,2026-07-30,8,9.7
L002317,2026-07-30,6,5.15
L002318,2026-07-30,6,5.15
L002319,2026-07-30,8,9.7
L002320,2026-07-30,2,0.46
L002321,2026-07-30,1,0.1
L002322,2026-07-30,10,15.85
L002323,2026-07-30,2,0.46
L002324,2026-07-30,4,2.11
L002325,2026-07-30,1,0.1
L002326,2026-07-30,4,2.11
L002327,2026-07-30,1,0.1
L002328,2026-07-30,1,0.1
L002329,2026-07-30,2,0.46
L002330,2026-07-30,5,3.45
L002331,2026-07-30,1,0.1
L002332,2026-07-30,7,7.23
L002333,2026-07-30,2,0.46
L002334,2026-07-30,1,0.1
L002335,2026-07-30,1,0.1
L002336,2026-07-30,3,1.12
L002337,2026-07-30,3,1.12
L002338,2026-07-30,2,0.46
L002339,2026-07-30,5,3.45
L002340,2026-07-30,8,9.7
L002341,2026-07-30,1,0.1
L002342,2026-07-30,3,1.12
L002343,2026-07-30,1,0.1
L002344,2026-07-30,2,0.46
L002345,2026-07-30,10,15.85
L002346,2026-07-30,3,1.12
L002347,2026-07-30,1,0.1
L002348,2026-07-30,9,12.57
L002349,2026-07-30,3,1.12
L002350,2026-07-30,1,0.1
L002351,2026-07-30,2,0.46
L002352,2026-07-30,3,1.12
L002353,2026-07-30,2,0.46
L002354,2026-07-30,3,1.12
L002355,2026-07-30,3,1.12
L002356,2026-07-30,1,0.1
L002357,2026-07-30,2,0.46
L002358,2026-07-30,1,0.1
L002359,2026-07-30,4,2.11
L002360,2026-07-30,10,15.85
L002361,2026-07-30,3,1.12
L002362,2026-07-30,3,1.12
L002363,2026-07-30,6,5.15
L002364,2026-07-30,3,1.12
L002365,2026-07-30,1,0.1
L002366,2026-07-30,3,1.12
L002367,2026-07-30,2,0.46
L002368,2026-07-30,5,3.45
L002369,2026-07-30,1,0.1
L002370,2026-07-30,1,0.1
L002371,2026-07-30,3,1.12
L002372,2026-07-30,6,5.15
L002373,2026-07-30,1,0.1
L002374,2026-07-30,1,0.1
L002375,2026-07-30,1,0.1
L002376,2026-07-30,9,12.57
L002377,2026-07-30,1,0.1
L002378,2026-07-30,2,0.46
L002379,2026-07-30,3,1.12
L002380,2026-07-30,5,3.45
L002381,2026-07-30,3,1.12
L002382,2026-07-30,1,0.1
L002383,2026-07-30,3,1.12
L002384,2026-07-30,2,0.46
L002385,2026-07-30,2,0.46
L002386,2026-07-30,2,0.46
L002387,2026-07-30,4,2.11
L002388,2026-07-30,1,0.1
L002389,2026-07-30,2,0.46
L002390,2026-07-30,2,0.46
L002391,2026-07-30,3,1.12
L002392,2026-07-30,3,1.12
L002393,2026-07-30,2,0.46
L002394,2026-07-30,8,9.7
L002395,2026-07-30,7,7.23
L002396,2026-07-30,2,0.46
L002397,2026-07-30,3,1.12
L002398,2026-07-30,5,3.45
L002399,2026-07-30,1,0.1
L002400,2026-07-30,3,1.12
L002401,2026-07-30,3,1.12
L002402,2026-07-30,1,0.1
L002403,2026-07-30,2,0.46
L002404,2026-07-30,3,1.12
L002405,2026-07-30,7,7.23
L002406,2026-07-30,8,9.7
L002407,2026-07-30,2,0.46
L002408,2026-07-30,7,7.23
L002409,2026-07-30,1,0.1
L002410,2026-07-30,1,0.1
L002411,2026-07-30,3,1.12
L002412,2026-07-30,3,1.12
L002413,2026-07-30,2,0.46
L002414,2026-07-30,2,0.46
L002415,2026-07-30,9,12.57
L002416,2026-07-30,3,1.12
L002417,2026-07-30,7,7.23
L002418,2026-07-30,3,1.12
L002419,2026-07-30,3,1.12
L002420,2026-07-30,1,0.1
L002421,2026-07-30,4,2.11
L002422,2026-07-30,3,1.12
L002423,2026-07-30,7,7.23
L002424,2026-07-30,1,0.1
L002425,2026-07-30,8,9.7
L002426,2026-07-30,2,0.46
L002427,2026-07-30,9,12.57
L002428,2026-07-30,1,0.1
L002429,2026-07-30,8,9.7
L002430,2026-07-30,10,15.85
L002431,2026-07-30,3,1.12
L002432,2026-07-30,8,9.7
L002433,2026-07-30,6,5.15
L002434,2026-07-30,2,0.46
L002435,2026-07-30,1,0.1
L002436,2026-07-30,2,0.46
L002437,2026-07-30,1,0.1
L002438,2026-07-30,1,0.1
L002439,2026-07-30,5,3.45
L002440,2026-07-30,8,9.7
L002441,2026-07-30,2,0.46
L002442,2026-07-30,1,0.1
L002443,2026-07-30,3,1.12
L002444,2026-07-30,1,0.1
L002445,2026-07-30,1,0.1
L002446,2026-07-30,2,0.46
L002447,2026-07-30,4,2.11
L002448,2026-07-30,3,1.12
L002449,2026-07-30,2,0.46
L002450,2026-07-30,4,2.11
L002451,2026-07-30,1,0.1
L002452,2026-07-30,2,0.46
L002453,2026-07-30,3,1.12
L002454,2026-07-30,2,0.46
L002455,2026-07-30,4,2.11
L002456,2026-07-30,5,3.45
L002457,2026-07-30,3,1.12
L002458,2026-07-30,1,0.1
L002459,2026-07-30,10,15.85
L002460,2026-07-30,2,0.46
L002461,2026-07-30,10,15.85
L002462,2026-07-30,1,0.1
L002463,2026-07-30,8,9.7
L002464,2026-07-30,2,0.46
L002465,2026-07-30,1,0.1
L002466,2026-07-30,1,0.1
L002467,2026-07-30,3,1.12
L002468,2026-07-30,8,9.7
L002469,2026-07-30,3,1.12
L002470,2026-07-30,1,0.1
L002471,2026-07-30,2,0.46
L002472,2026-07-30,3,1.12
L002473,2026-07-30,2,0.46
L002474,2026-07-30,4,2.11
L002475,2026-07-30,2,0.46
L002476,2026-07-30,3,1.12
L002477,2026-07-30,2,0.46
L002478,2026-07-30,2,0.46
L002479,2026-07-30,3,1.12
L002480,2026-07-30,4,2.11
L002481,2026-07-30,1,0.1
L002482,2026-07-30,1,0.1
L002483,2026-07-30,1,0.1
L002484,2026-07-30,1,0.1
L002485,2026-07-30,2,0.46
L002486,2026-07-30,3,1.12
L002487,2026-07-30,5,3.45
L002488,2026-07-30,3,1.12
L002489,2026-07-30,6,5.15
L002490,2026-07-30,1,0.1
L002491,2026-07-30,2,0.46
L002492,2026-07-30,2,0.46
L002493,2026-07-30,3,1.12
L002494,2026-07-30,1,0.1
L002495,2026-07-30,2,0.46
L002496,2026-07-30,10,15.85
L002497,2026-07-30,1,0.1
L002498,2026-07-30,2,0.46
L002499,2026-07-30,7,7.23
L002500,2026-07-30,4,2.11
L002501,2026-07-30,1,0.1
L002502,2026-07-30,1,0.1
L002503,2026-07-30,10,15.85
L002504,2026-07-30,10,15.85
L002505,2026-07-30,1,0.1
L002506,2026-07-30,1,0.1
L002507,2026-07-30,5,3.45
L002508,2026-07-30,2,0.46
L002509,2026-07-30,1,0.1
L002510,2026-07-30,1,0.1
L002511,2026-07-30,1,0.1
L002512,2026-07-30,1,0.1
L002513,2026-07-30,1,0.1
L002514,2026-07-30,9,12.57
L002515,2026-07-30,3,1.12
L002516,2026-07-30,3,1.12
L002517,2026-07-30,1,0.1
L002518,2026-07-30,10,15.85
L002519,2026-07-30,4,2.11
L002520,2026-07-30,9,12.57
L002521,2026-07-30,9,12.57
L002522,2026-07-30,9,12.57
L002523,2026-07-30,7,7.23
L002524,2026-07-30,7,7.23
L002525,2026-07-30,2,0.46
L002526,2026-07-30,8,9.7
L002527,2026-07-30,1,0.1
L002528,2026-07-30,4,2.11
L002529,2026-07-30,3,1.12
L002530,2026-07-30,3,1.12
L002531,2026-07-30,2,0.46
L002532,2026-07-30,1,0.1
L002533,2026-07-30,9,12.57
L002534,2026-07-30,10,15.85
L002535,2026-07-30,4,2.11
L002536,2026-07-30,2,0.46
L002537,2026-07-30,5,3.45
L002538,2026-07-30,1,0.1
L002539,2026-07-30,1,0.1
L002540,2026-07-30,5,3.45
L002541,2026-07-30,4,2.11
L002542,2026-07-30,1,0.1
L002543,2026-07-30,3,1.12
L002544,2026-07-30,3,1.12
L002545,2026-07-30,1,0.1
L002546,2026-07-30,1,0.1
L002547,2026-07-30,8,9.7
L002548,2026-07-30,2,0.46
L002549,2026-07-30,2,0.46
L002550,2026-07-30,3,1.12
L002551,2026-07-30,2,0.46
L002552,2026-07-30,3,1.12
L002553,2026-07-30,6,5.15
L002554,2026-07-30,1,0.1
L002555,2026-07-30,3,1.12
L002556,2026-07-30,7,7.23
L002557,2026-07-30,10,15.85
L002558,2026-07-30,10,15.85
L002559,2026-07-30,3,1.12
L002560,2026-07-30,2,0.46
L002561,2026-07-30,1,0.1
L002562,2026-07-30,3,1.12
L002563,2026-07-30,4,2.11
L002564,2026-07-30,10,15.85
L002565,2026-07-30,3,1.12
L002566,2026-07-30,4,2.11
L002567,2026-07-30,3,1.12
L002568,2026-07-30,2,0.46
L002569,2026-07-30,1,0.1
L002570,2026-07-30,5,3.45
L002571,2026-07-30,10,15.85
L002572,2026-07-30,2,0.46
L002573,2026-07-30,3,1.12
L002574,2026-07-30,7,7.23
L002575,2026-07-30,8,9.7
L002576,2026-07-30,9,12.57
L002577,2026-07-30,10,15.85
L002578,2026-07-30,3,1.12
L002579,2026-07-30,3,1.12
L002580,2026-07-30,3,1.12
L002581,2026-07-30,2,0.46
L002582,2026-07-30,6,5.15
L002583,2026-07-30,1,0.1
L002584,2026-07-30,5,3.45
L002585,2026-07-30,8,9.7
L002586,2026-07-30,3,1.12
L002587,2026-07-30,4,2.11
L002588,2026-07-30,3,1.12
L002589,2026-07-30,3,1.12
L002590,2026-07-30,1,0.1
L002591,2026-07-30,2,0.46
L002592,2026-07-30,1,0.1
L002593,2026-07-30,6,5.15
L002594,2026-07-30,1,0.1
L002595,2026-07-30,3,1.12
L002596,2026-07-30,10,15.85
L002597,2026-07-30,1,0.1
L002598,2026-07-30,9,12.57
L002599,2026-07-30,7,7.23
L002600,2026-07-30,8,9.7
L002601,2026-07-30,5,3.45
L002602,2026-07-30,5,3.45
L002603,2026-07-30,2,0.46
L002604,2026-07-30,6,5.15
L002605,2026-07-30,9,12.57
L002606,2026-07-30,8,9.7
L002607,2026-07-30,1,0.1
L002608,2026-07-30,1,0.1
L002609,2026-07-30,2,0.46
L002610,2026-07-30,1,0.1
L002611,2026-07-30,2,0.46
L002612,2026-07-30,2,0.46
L002613,2026-07-30,2,0.46
L002614,2026-07-30,8,9.7
L002615,2026-07-30,1,0.1
L002616,2026-07-30,2,0.46
L002617,2026-07-30,1,0.1
L002618,2026-07-30,2,0.46
L002619,2026-07-30,6,5.15
L002620,2026-07-30,1,0.1
L002621,2026-07-30,2,0.46
L002622,2026-07-30,1,0.1
L002623,2026-07-30,1,0.1
L002624,2026-07-30,5,3.45
L002625,2026-07-30,10,15.85
L002626,2026-07-30,1,0.1
L002627,2026-07-30,8,9.7
L002628,2026-07-30,5,3.45
L002629,2026-07-30,5,3.45
L002630,2026-07-30,3,1.12
L002631,2026-07-30,3,1.12
L002632,2026-07-30,1,0.1
L002633,2026-07-30,2,0.46
L002634,2026-07-30,4,2.11
L002635,2026-07-30,1,0.1
L002636,2026-07-30,9,12.57
L002637,2026-07-30,6,5.15
L002638,2026-07-30,3,1.12
L002639,2026-07-30,2,0.46
L002640,2026-07-30,2,0.46
L002641,2026-07-30,6,5.15
L002642,2026-07-30,3,1.12
L002643,2026-07-30,3,1.12
L002644,2026-07-30,1,0.1
L002645,2026-07-30,1,0.1
L002646,2026-07-30,1,0.1
L002647,2026-07-30,2,0.46
L002648,2026-07-30,2,0.46
L002649,2026-07-30,10,15.85
L002650,2026-07-30,2,0.46
L002651,2026-07-30,1,0.1
L002652,2026-07-30,4,2.11
L002653,2026-07-30,3,1.12
L002654,2026-07-30,7,7.23
L002655,2026-07-30,1,0.1
L002656,2026-07-30,7,7.23
L002657,2026-07-30,3,1.12
L002658,2026-07-30,1,0.1
L002659,2026-07-30,2,0.46
L002660,2026-07-30,2,0.46
L002661,2026-07-30,10,15.85
L002662,2026-07-30,3,1.12
L002663,2026-07-30,4,2.11
L002664,2026-07-30,10,15.85
L002665,2026-07-30,3,1.12
L002666,2026-07-30,4,2.11
L002667,2026-07-30,1,0.1
L002668,2026-07-30,1,0.1
L002669,2026-07-30,10,15.85
L002670,2026-07-30,1,0.1
L002671,2026-07-30,4,2.11
L002672,2026-07-30,2,0.46
L002673,2026-07-30,3,1.12
L002674,2026-07-30,3,1.12
L002675,2026-07-30,7,7.23
L002676,2026-07-30,4,2.11
L002677,2026-07-30,7,7.23
L002678,2026-07-30,3,1.12
L002679,2026-07-30,2,0.46
L002680,2026-07-30,2,0.46
L002681,2026-07-30,8,9.7
L002682,2026-07-30,1,0.1
L002683,2026-07-30,10,15.85
L002684,2026-07-30,2,0.46
L002685,2026-07-30,3,1.12
L002686,2026-07-30,3,1.12
L002687,2026-07-30,1,0.1
L002688,2026-07-30,3,1.12
L002689,2026-07-30,9,12.57
L002690,2026-07-30,1,0.1
L002691,2026-07-30,1,0.1
L002692,2026-07-30,2,0.46
L002693,2026-07-30,3,1.12
L002694,2026-07-30,2,0.46
L002695,2026-07-30,3,1.12
L002696,2026-07-30,4,2.11
L002697,2026-07-30,10,15.85
L002698,2026-07-30,4,2.11
L002699,2026-07-30,1,0.1
L002700,2026-07-30,4,2.11
L002701,2026-07-30,1,0.1
L002702,2026-07-30,9,12.57
L002703,2026-07-30,6,5.15
L002704,2026-07-30,3,1.12
L002705,2026-07-30,1,0.1
L002706,2026-07-30,7,7.23
L002707,2026-07-30,3,1.12
L002708,2026-07-30,3,1.12
L002709,2026-07-30,3,1.12
L002710,2026-07-30,4,2.11
L002711,2026-07-30,4,2.11
L002712,2026-07-30,4,2.11
L002713,2026-07-30,3,1.12
L002714,2026-07-30,2,0.46
L002715,2026-07-30,4,2.11
L002716,2026-07-30,2,0.46
L002717,2026-07-30,1,0.1
L002718,2026-07-30,3,1.12
L002719,2026-07-30,1,0.1
L002720,2026-07-30,2,0.46
L002721,2026-07-30,5,3.45
L002722,2026-07-30,1,0.1
L002723,2026-07-30,6,5.15
L002724,2026-07-30,1,0.1
L002725,2026-07-30,3,1.12
L002726,2026-07-30,3,1.12
L002727,2026-07-30,3,1.12
L002728,2026-07-30,10,15.85
L002729,2026-07-30,3,1.12
L002730,2026-07-30,3,1.12
L002731,2026-07-30,2,0.46
L002732,2026-07-30,1,0.1
L002733,2026-07-30,1,0.1
L002734,2026-07-30,1,0.1
L002735,2026-07-30,2,0.46
L002736,2026-07-30,2,0.46
L002737,2026-07-30,1,0.1
L002738,2026-07-30,2,0.46
L002739,2026-07-30,2,0.46
L002740,2026-07-30,1,0.1
L002741,2026-07-30,3,1.12
L002742,2026-07-30,2,0.46
L002743,2026-07-30,2,0.46
L002744,2026-07-30,1,0.1
L002745,2026-07-30,1,0.1
L002746,2026-07-30,1,0.1
L002747,2026-07-30,2,0.46
L002748,2026-07-30,3,1.12
L002749,2026-07-30,6,5.15
L002750,2026-07-30,8,9.7
L002751,2026-07-30,2,0.46
L002752,2026-07-30,1,0.1
L002753,2026-07-30,2,0.46
L002754,2026-07-30,2,0.46
L002755,2026-07-30,3,1.12
L002756,2026-07-30,7,7.23
L002757,2026-07-30,8,9.7
L002758,2026-07-30,8,9.7
L002759,2026-07-30,8,9.7
L002760,2026-07-30,2,0.46
L002761,2026-07-30,4,2.11
L002762,2026-07-30,9,12.57
L002763,2026-07-30,3,1.12
L002764,2026-07-30,3,1.12
L002765,2026-07-30,6,5.15
L002766,2026-07-30,3,1.12
L002767,2026-07-30,5,3.45
L002768,2026-07-30,2,0.46
L002769,2026-07-30,1,0.1
